Symbol,Market Cap,Short Float,Shs Float,Shs Outstand,source
LYL,31.43M,2.37%,7.07M,11.88M,FINVIZ
LYRA,96.07M,1.67%,9.60M,12.99M,FINVIZ
LYTS,206.16M,0.53%,23.90M,26.84M,FINVIZ
LZ,5.64B,2.23%,183.05M,196.66M,FINVIZ
MACAU,-,0.00%,9.10M,-,FINVIZ
MACK,58.48M,2.61%,13.36M,13.41M,FINVIZ
MACQ,392.63M,0.25%,31.62M,39.53M,FINVIZ
MACQU,-,0.00%,32.47M,-,FINVIZ
MACUU,N/A,N/A,5.62M,N/A,YAHOO
MANH,11.54B,1.53%,62.59M,63.54M,FINVIZ
MAPS,1.66B,6.22%,49.69M,63.74M,FINVIZ
MAQC,225.73M,N/A,N/A,17.89M,YAHOO
MAQCU,N/A,N/A,N/A,N/A,YAHOO
MAR,52.41B,1.77%,271.96M,327.10M,FINVIZ
MARA,5.36B,16.86%,90.42M,99.47M,FINVIZ
MARK,89.17M,12.27%,89.56M,99.92M,FINVIZ
MARPS,10.52M,0.25%,1.61M,2.00M,FINVIZ
MASI,15.56B,3.13%,50.55M,55.03M,FINVIZ
MASS,910.34M,11.09%,20.22M,27.34M,FINVIZ
MAT,7.57B,6.98%,347.60M,349.44M,FINVIZ
MAXN,1.05B,11.19%,22.23M,38.64M,FINVIZ
MBB,Not Found,Not Found,Not Found,Not Found,YAHOO
MBII,155.05M,0.78%,173.23M,175.57M,FINVIZ
MBIO,205.68M,4.09%,73.69M,87.56M,FINVIZ
MBOT,51.48M,1.41%,6.87M,7.11M,FINVIZ
MBRX,77.56M,2.47%,27.96M,28.45M,FINVIZ
MCADR,N/A,N/A,N/A,N/A,YAHOO
MCAEU,N/A,N/A,N/A,N/A,YAHOO
MCAFU,N/A,N/A,N/A,N/A,YAHOO
MCFE,9.13B,3.43%,68.69M,165.00M,FINVIZ
MCFT,508.82M,3.04%,18.65M,18.82M,FINVIZ
MCHI,Not Found,Not Found,Not Found,Not Found,YAHOO
MCHP,41.04B,2.40%,525.88M,547.60M,FINVIZ
MCMJ,163.88M,0.44%,10.08M,16.37M,YAHOO
MCRB,546.04M,9.78%,83.42M,91.66M,FINVIZ
MDB,34.81B,8.01%,62.30M,63.43M,FINVIZ
MDGS,34.34M,N/A,23.64M,23.85M,YAHOO
MDIA,63.60M,2.26%,2.30M,7.10M,FINVIZ
MDJH,46.80M,0.07%,1.46M,11.68M,FINVIZ
MDLZ,84.40B,0.92%,1.40B,1.41B,FINVIZ
MDNA,158.90M,0.64%,37.58M,53.55M,FINVIZ
MDRR,19.82M,0.23%,13.08M,14.41M,FINVIZ
MDRX,1.74B,11.30%,122.50M,136.65M,FINVIZ
MDVL,89.99M,6.39%,7.77M,32.44M,FINVIZ
MDWD,105.11M,2.50%,15.58M,27.21M,FINVIZ
MDXG,777.75M,3.22%,108.74M,110.28M,FINVIZ
ME,4.42B,N/A,84.41M,93.03M,YAHOO
MEACU,N/A,N/A,N/A,N/A,YAHOO
MEDS,35.95M,0.12%,3.31M,8.12M,FINVIZ
MEIP,309.81M,7.98%,112.14M,112.59M,FINVIZ
MEKA,N/A,0.51%,N/A,29.73M,YAHOO
MELI,77.55B,2.47%,45.61M,49.82M,FINVIZ
MEOAU,N/A,N/A,N/A,N/A,YAHOO
MEOH,3.45B,2.05%,75.91M,76.21M,FINVIZ
MERC,708.45M,2.34%,40.47M,65.94M,FINVIZ
MESA,268.27M,3.85%,31.73M,35.77M,FINVIZ
MESO,781.54M,0.97%,115.08M,129.46M,FINVIZ
METX,84.72M,5.06%,104.51M,137.05M,FINVIZ
MF,890.01M,N/A,108.3M,235.45M,YAHOO
MFH,28.49M,2.65%,5.53M,8.70M,FINVIZ
MGI,564.22M,4.55%,84.93M,87.20M,FINVIZ
MGLN,2.49B,6.08%,25.84M,26.16M,FINVIZ
MGNI,4.11B,9.97%,113.90M,125.98M,FINVIZ
MGNX,1.21B,5.46%,57.39M,60.07M,FINVIZ
MGTA,369.66M,7.10%,19.80M,53.70M,FINVIZ
MGTX,925.79M,1.28%,33.74M,44.14M,FINVIZ
MHLD,284.34M,1.03%,67.22M,86.23M,FINVIZ
MICT,174.97M,7.80%,110.70M,117.64M,FINVIZ
MIDD,10.17B,8.22%,55.03M,55.23M,FINVIZ
MILE,430.66M,12.84%,77.05M,126.69M,FINVIZ
MIME,4.94B,4.31%,61.29M,65.20M,FINVIZ
MIND,23.36M,0.39%,12.95M,13.77M,FINVIZ
MINM,86.46M,0.57%,22.79M,35.48M,FINVIZ
MIRM,501.81M,1.69%,27.79M,30.27M,FINVIZ
MIRO,177.45M,0.24%,13.99M,20.05M,YAHOO
MIST,172.39M,0.70%,26.96M,41.67M,FINVIZ
MITAU,N/A,N/A,N/A,N/A,YAHOO
MITC,83.33M,0.24%,6.82M,11.23M,FINVIZ
MITK,835.49M,8.49%,42.73M,43.77M,FINVIZ
MITO,67.33M,20.04%,2.88M,56.23M,FINVIZ
MKD,58.52M,3.51%,89.44M,116.05M,FINVIZ
MKSI,8.36B,2.20%,55.21M,55.40M,FINVIZ
MKTW,2.23B,2.53%,24.53M,28M,YAHOO
MKTY,158.20M,4.91%,7.28M,11.71M,FINVIZ
MLAC,179.38M,0.35%,14.38M,14.38M,FINVIZ
MLCO,5.30B,1.30%,455.32M,479.27M,FINVIZ
MLHR,2.93B,4.25%,65.90M,66.30M,FINVIZ
MMAT,1.32B,N/A,137.99M,279.78M,YAHOO
MMLP,123.07M,0.39%,30.57M,38.69M,FINVIZ
MMMB,97.40M,0.38%,19.57M,35.70M,FINVIZ
MMSI,3.71B,2.86%,55.09M,56.06M,FINVIZ
MMYT,3.45B,4.53%,48.11M,108.04M,FINVIZ
MNDT,4.20B,6.67%,234.07M,237.28M,FINVIZ
MNDY,15.97B,1.93%,28.70M,43.56M,FINVIZ
MNKD,1.12B,11.38%,235.54M,249.29M,FINVIZ
MNMD,899.61M,N/A,314.68M,368.05M,YAHOO
MNOV,166.35M,3.58%,47.54M,48.80M,FINVIZ
MNPR,63.31M,1.75%,4.43M,12.57M,FINVIZ
MNRO,2.10B,8.74%,32.92M,33.50M,FINVIZ
MNST,45.23B,1.22%,377.06M,528.65M,FINVIZ
MNTK,1.60B,2.19%,40.70M,141.01M,FINVIZ
MNTS,807.97M,N/A,48.39M,73.85M,YAHOO
MNTV,3.40B,2.67%,128.74M,146.24M,FINVIZ
MOGO,506.78M,2.90%,60.45M,63.60M,FINVIZ
MOHO,31.82M,0.31%,10.34M,35.54M,FINVIZ
MOLN,612.83M,0.04%,24.98M,29.70M,FINVIZ
MOMO,2.59B,6.43%,120.45M,205.77M,FINVIZ
MONCU,-,0.00%,24.90M,-,FINVIZ
MOR,1.66B,0.11%,125.79M,131.13M,FINVIZ
MORF,2.08B,3.93%,24.23M,36.18M,FINVIZ
MOSY,56.31M,2.88%,5.40M,6.86M,FINVIZ
MOTN,143.61M,N/A,9.9M,14.38M,YAHOO
MOTS,29.69M,6.36%,44.91M,47.73M,FINVIZ
MOVE,118.34M,0.04%,27.59M,32.02M,FINVIZ
MOXC,126.08M,4.62%,11.36M,19.34M,FINVIZ
MPACU,N/A,N/A,N/A,N/A,YAHOO
MPWR,24.44B,1.86%,44.90M,45.80M,FINVIZ
MQ,17.84B,17.06%,83.66M,538.88M,FINVIZ
MRAC,Not Found,Not Found,Not Found,Not Found,YAHOO
MRACU,Not Found,Not Found,Not Found,Not Found,YAHOO
MRCY,2.97B,4.46%,55.13M,55.18M,FINVIZ
MREO,245.84M,14.80%,58.77M,109.26M,FINVIZ
MRIN,104.96M,14.40%,9.86M,11.03M,FINVIZ
MRK,222.94B,0.86%,2.53B,2.53B,FINVIZ
MRKR,130.57M,1.79%,66.51M,83.03M,FINVIZ
MRLN,275.96M,0.56%,11.11M,11.87M,FINVIZ
MRM,34.73M,0.99%,3.32M,4.03M,FINVIZ
MRNA,144.90B,4.06%,364.69M,402.00M,FINVIZ
MRNS,421.71M,6.18%,20.79M,36.66M,FINVIZ
MRSN,610.67M,9.59%,54.22M,69.62M,FINVIZ
MRTN,1.39B,2.22%,59.12M,82.84M,FINVIZ
MRTX,9.09B,8.56%,47.72M,51.47M,FINVIZ
MRUS,1.09B,7.35%,35.43M,38.38M,FINVIZ
MRVI,10.96B,2.66%,89.07M,112.20M,FINVIZ
MRVL,57.06B,1.85%,820.61M,821.06M,FINVIZ
MSDAU,N/A,N/A,N/A,N/A,YAHOO
MSEX,1.90B,4.38%,16.81M,17.49M,FINVIZ
MSFT,2502.65B,0.65%,7.49B,7.53B,FINVIZ
MSGM,220.83M,1.18%,4.61M,18.64M,FINVIZ
MSTR,7.14B,23.11%,7.78M,9.75M,FINVIZ
MTAC,311.73M,4.61%,18.75M,31.25M,FINVIZ
MTACU,-,0.00%,25.00M,-,FINVIZ
MTC,35.62M,0.55%,14.25M,23.86M,FINVIZ
MTCH,43.27B,5.73%,268.50M,271.25M,FINVIZ
MTCR,88.51M,0.77%,20.88M,26.37M,FINVIZ
MTEM,306.62M,1.66%,40.70M,56.10M,FINVIZ
MTLS,1.44B,12.18%,8.00M,54.87M,FINVIZ
MTP,34.00M,1.49%,10.10M,12.66M,FINVIZ
MTRX,273.86M,2.50%,25.98M,26.54M,FINVIZ
MTRYU,N/A,N/A,N/A,N/A,YAHOO
MTSI,4.81B,5.85%,48.44M,68.73M,FINVIZ
MTTR,4.68B,N/A,6.9M,241.96M,YAHOO
MU,78.59B,2.23%,1.12B,1.12B,FINVIZ
MUDS,393.72M,2.94%,23.72M,39.53M,FINVIZ
MUDSU,N/A,N/A,24.1M,N/A,YAHOO
MVIS,1.35B,19.67%,156.90M,158.82M,FINVIZ
MVST,2.37B,N/A,305.6k,300.52M,YAHOO
MXCT,-,0.67%,84.95M,-,FINVIZ
MYGN,2.40B,6.09%,76.66M,77.20M,FINVIZ
MYMD,367.87M,2.47%,32.41M,35.91M,FINVIZ
MYPS,-,1.98%,65.56M,99.30M,FINVIZ
MYSZ,17.90M,3.97%,10.92M,15.04M,FINVIZ
NAACU,-,0.00%,31.70M,-,FINVIZ
NAKD,470.35M,3.44%,424.36M,781.70M,FINVIZ
NAOV,37.67M,6.46%,21.18M,24.78M,FINVIZ
NARI,4.54B,3.97%,39.63M,49.67M,FINVIZ
NATI,5.77B,2.31%,130.45M,132.50M,FINVIZ
NAUT,701.36M,7.68%,53.87M,55.07M,FINVIZ
NAVI,3.29B,3.47%,162.64M,174.00M,FINVIZ
NBEV,197.14M,5.50%,132.93M,143.64M,FINVIZ
NBIX,10.02B,3.90%,92.56M,94.60M,FINVIZ
NBRV,59.09M,1.84%,49.37M,49.41M,FINVIZ
NBSE,125.28M,1.98%,29.99M,30.09M,FINVIZ
NBSTU,N/A,N/A,N/A,N/A,YAHOO
NCMI,260.89M,4.80%,79.31M,80.11M,FINVIZ
NCNA,129.30M,4.66%,32.48M,52.16M,FINVIZ
NCNO,7.20B,4.97%,94.32M,95.66M,FINVIZ
NCTY,235.24M,11.97%,8.28M,20.91M,FINVIZ
NDACU,-,0.00%,32.09M,-,FINVIZ
NDAQ,34.59B,2.27%,117.23M,164.09M,FINVIZ
NDLS,554.89M,3.94%,36.67M,45.51M,FINVIZ
NDRA,69.33M,2.69%,40.83M,41.68M,FINVIZ
NDSN,14.62B,0.85%,51.60M,58.11M,FINVIZ
NEGG,4.47B,5.66%,16.50M,364.49M,FINVIZ
NEO,5.64B,5.16%,117.84M,118.29M,FINVIZ
NEOG,4.58B,2.63%,107.11M,107.49M,FINVIZ
NEON,107.33M,3.82%,6.09M,11.50M,FINVIZ
NEPT,110.53M,4.17%,146.04M,166.06M,FINVIZ
NERV,61.18M,4.40%,41.21M,42.72M,FINVIZ
NESR,1.09B,3.53%,31.88M,91.13M,FINVIZ
NETE,62.15M,6.47%,5.68M,5.97M,FINVIZ
NEWT,680.11M,2.79%,21.17M,22.52M,FINVIZ
NEXI,257.42M,3.11%,16.43M,22.61M,FINVIZ
NEXT,451.26M,3.82%,20.06M,118.38M,FINVIZ
NFBK,888.03M,1.87%,40.41M,48.91M,FINVIZ
NFE,6.18B,5.44%,87.31M,202.33M,FINVIZ
NFLX,300.19B,2.18%,435.83M,442.78M,FINVIZ
NFTY,Not Found,Not Found,Not Found,Not Found,YAHOO
NGCA,473.94M,N/A,N/A,38.26M,YAHOO
NGCAU,N/A,N/A,N/A,N/A,YAHOO
NGM,1.43B,1.65%,54.50M,77.10M,FINVIZ
NGMS,981.13M,0.45%,10.25M,25.15M,FINVIZ
NH,182.94M,2.15%,47.67M,114.51M,FINVIZ
NICE,17.60B,2.87%,63.08M,63.11M,FINVIZ
NIO,66.39B,5.15%,1.08B,1.56B,FINVIZ
NIU,2.08B,2.42%,67.24M,87.08M,FINVIZ
NKLA,4.96B,30.02%,199.10M,394.58M,FINVIZ
NKTR,2.82B,8.81%,182.10M,182.70M,FINVIZ
NKTX,515.72M,4.76%,29.34M,32.83M,FINVIZ
NLOK,14.59B,3.60%,579.54M,580.00M,FINVIZ
NLSP,26.76M,0.93%,6.57M,11.07M,FINVIZ
NLTX,318.71M,4.62%,32.97M,55.03M,FINVIZ
NMFC,1.36B,0.63%,N/A,96.91M,YAHOO
NMIH,2.10B,2.10%,84.69M,85.65M,FINVIZ
NMRD,147.51M,3.61%,9.18M,23.11M,FINVIZ
NMRK,2.90B,1.16%,162.56M,185.11M,FINVIZ
NMTC,44.16M,1.05%,6.95M,11.96M,FINVIZ
NMTR,321.13M,3.51%,244.01M,249.55M,FINVIZ
NNBR,223.35M,2.35%,42.17M,44.44M,FINVIZ
NNDM,1.51B,9.37%,184.44M,256.44M,FINVIZ
NNOX,1.13B,14.37%,36.89M,47.76M,FINVIZ
NOACU,-,0.00%,22.34M,-,FINVIZ
NOTV,764.08M,16.56%,10.65M,14.66M,FINVIZ
NOVN,127.53M,0.25%,142.40M,151.65M,FINVIZ
NOVVU,N/A,N/A,N/A,N/A,YAHOO
NPCE,364.14M,5.79%,14.95M,24.30M,FINVIZ
NRACU,-,0.00%,24.15M,-,FINVIZ
NRBO,48.13M,5.22%,8.82M,22.20M,FINVIZ
NRIX,1.50B,6.91%,43.48M,44.37M,FINVIZ
NRXP,585.51M,10.14%,18.83M,41.73M,FINVIZ
NSPR,33.18M,8.23%,7.56M,7.71M,FINVIZ
NSSC,887.26M,5.46%,14.53M,18.35M,FINVIZ
NSTG,2.18B,7.62%,44.69M,45.27M,FINVIZ
NTAP,19.91B,4.42%,222.60M,223.00M,FINVIZ
NTCT,2.02B,3.69%,71.24M,73.86M,FINVIZ
NTES,65.17B,1.35%,662.12M,669.50M,FINVIZ
NTGR,900.07M,12.36%,29.87M,30.57M,FINVIZ
NTLA,9.97B,5.57%,66.19M,68.16M,FINVIZ
NTNX,7.55B,3.32%,206.46M,212.68M,FINVIZ
NTRA,10.78B,6.26%,90.54M,93.78M,YAHOO
NTRB,55.09M,11.77%,4.60M,6.36M,FINVIZ
NTRS,25.62B,0.81%,208.35M,208.37M,FINVIZ
NTWK,50.94M,0.85%,9.57M,11.28M,FINVIZ
NUAN,17.32B,12.76%,283.86M,294.39M,FINVIZ
NURO,51.97M,13.47%,4.58M,5.82M,FINVIZ
NUVA,2.78B,7.79%,51.35M,51.57M,FINVIZ
NUVL,1.34B,4.23%,40.37M,54.70M,FINVIZ
NUWE,22.59M,2.05%,5.27M,6.53M,FINVIZ
NUZE,36.83M,0.62%,11.50M,17.82M,FINVIZ
NVAX,11.43B,8.33%,73.95M,74.12M,FINVIZ
NVCN,59.95M,1.84%,53.44M,67.51M,FINVIZ
NVCR,10.74B,5.94%,89.80M,103.48M,FINVIZ
NVDA,638.22B,0.96%,2.40B,2.49B,FINVIZ
NVEI,21.66B,-,60.05M,138.72M,FINVIZ
NVFY,15.91M,2.84%,4.53M,5.61M,FINVIZ
NVIV,20.87M,9.54%,33.52M,34.26M,FINVIZ
NVOS,45.22M,0.70%,8.16M,25.30M,FINVIZ
NVSAU,N/A,N/A,N/A,N/A,YAHOO
NVVE,228.07M,6.24%,13.22M,18.67M,FINVIZ
NWBI,1.74B,3.06%,120.20M,126.75M,FINVIZ
NWE,2.92B,1.65%,50.86M,50.99M,FINVIZ
NWS,13.27B,0.22%,508.69M,588.30M,FINVIZ
NWSA,13.44B,1.28%,509.68M,590.70M,FINVIZ
NXGN,1.10B,2.50%,53.30M,67.17M,FINVIZ
NXPI,53.61B,1.78%,264.28M,272.69M,FINVIZ
NXST,6.21B,3.69%,40.13M,42.60M,FINVIZ
NXTC,232.95M,2.78%,23.89M,27.61M,FINVIZ
NXTD,37.15M,27.66%,3.81M,5.33M,FINVIZ
NXTG,Not Found,Not Found,Not Found,Not Found,YAHOO
NXTP,204.60M,3.40%,50.59M,103.86M,FINVIZ
NYMT,1.67B,1.22%,376.31M,379.30M,FINVIZ
NYMTL,-,0.01%,376.04M,-,FINVIZ
NYMX,139.41M,6.50%,38.30M,81.49M,FINVIZ
OAS,2.38B,4.87%,18.75M,19.90M,FINVIZ
OB,957.96M,0.65%,46.33M,56.55M,FINVIZ
OBLG,64.10M,0.34%,16.46M,26.64M,FINVIZ
OBLN,Not Found,Not Found,Not Found,Not Found,YAHOO
OBSV,147.37M,3.06%,33.24M,75.81M,FINVIZ
OCAXU,-,0.00%,14.95M,-,FINVIZ
OCC,29.76M,0.38%,4.71M,7.55M,FINVIZ
OCDX,4.70B,0.77%,234.21M,234.60M,FINVIZ
OCFC,1.32B,1.40%,58.16M,59.70M,FINVIZ
OCG,84.09M,2.34%,14.32M,20.25M,FINVIZ
OCGN,2.39B,29.39%,193.90M,195.57M,FINVIZ
OCSL,1.35B,0.87%,N/A,180.36M,YAHOO
OCUL,797.00M,6.19%,76.28M,76.32M,FINVIZ
OCUP,67.97M,4.95%,12.32M,13.61M,FINVIZ
OCX,310.12M,3.26%,82.12M,89.76M,FINVIZ
ODFL,39.16B,1.67%,101.84M,115.82M,FINVIZ
ODP,2.37B,7.29%,52.02M,54.00M,FINVIZ
ODT,118.93M,2.20%,37.60M,37.92M,FINVIZ
OEG,178.17M,8.58%,57.11M,65.26M,YAHOO
OEPWU,N/A,N/A,N/A,N/A,YAHOO
OESX,130.96M,2.83%,28.03M,30.86M,FINVIZ
OGI,852.09M,6.64%,240.02M,300.57M,FINVIZ
OHPAU,-,0.05%,38.81M,-,FINVIZ
OIIM,174.99M,1.08%,25.64M,28.44M,FINVIZ
OKTA,38.14B,4.88%,146.39M,151.36M,FINVIZ
OLB,42.60M,5.91%,4.55M,7.12M,FINVIZ
OLED,9.05B,2.53%,43.07M,47.30M,FINVIZ
OLK,3.83B,21.12%,9.12M,119.01M,FINVIZ
OLLI,4.40B,17.15%,64.91M,65.31M,FINVIZ
OLMA,1.10B,6.48%,35.74M,39.41M,FINVIZ
OLPX,17.82B,0.47%,202.32M,638.51M,FINVIZ
OM,2.50B,13.45%,32.85M,45.68M,FINVIZ
OMAB,2.09B,0.24%,35.70M,48.76M,FINVIZ
OMCL,7.74B,5.69%,42.92M,43.26M,FINVIZ
OMEG,173.42M,0.00%,14.30M,17.75M,FINVIZ
OMER,389.99M,18.91%,59.92M,62.37M,FINVIZ
OMGA,1.42B,0.56%,46.06M,48.25M,FINVIZ
OMIC,997.62M,1.73%,56.45M,71.53M,FINVIZ
OMP,1.20B,3.52%,14.53M,48.61M,FINVIZ
OMQS,73.22M,3.34%,2.94M,4.93M,FINVIZ
ON,20.85B,4.76%,425.44M,427.70M,FINVIZ
ONB,2.81B,4.60%,163.65M,165.18M,FINVIZ
ONCR,285.26M,2.60%,25.13M,25.68M,FINVIZ
ONCS,67.63M,3.43%,25.34M,37.34M,FINVIZ
ONCT,183.21M,3.57%,43.55M,49.36M,FINVIZ
ONCY,114.57M,0.35%,54.24M,54.33M,FINVIZ
ONDS,370.74M,8.51%,20.03M,28.89M,FINVIZ
ONEM,4.19B,10.26%,122.75M,136.79M,FINVIZ
ONEQ,Not Found,Not Found,Not Found,Not Found,YAHOO
ONTX,56.99M,5.88%,15.70M,15.78M,FINVIZ
ONVO,54.59M,1.72%,8.56M,8.70M,FINVIZ
OPBK,165.65M,0.26%,11.94M,15.06M,FINVIZ
OPCH,4.79B,2.66%,141.74M,179.84M,FINVIZ
OPEN,14.56B,8.91%,497.30M,588.37M,FINVIZ
OPGN,69.61M,4.59%,38.18M,38.27M,FINVIZ
OPHC,23.15M,0.26%,3.10M,3.27M,FINVIZ
OPK,2.59B,11.76%,410.58M,647.00M,FINVIZ
OPNT,108.89M,0.81%,4.09M,4.33M,FINVIZ
OPRA,969.11M,0.90%,54.86M,115.14M,FINVIZ
OPRX,1.77B,11.28%,15.28M,17.35M,FINVIZ
OPT,318.67M,0.63%,24.50M,42.21M,FINVIZ
OPTN,145.25M,8.83%,30.97M,53.12M,FINVIZ
ORGN,830.54M,N/A,109.95M,141.25M,YAHOO
ORGO,1.44B,12.51%,62.50M,128.24M,FINVIZ
ORGS,118.23M,1.38%,22.31M,24.37M,FINVIZ
ORIAU,N/A,N/A,N/A,N/A,YAHOO
ORIC,583.70M,11.61%,25.42M,36.70M,FINVIZ
ORLY,42.89B,1.23%,68.05M,69.62M,FINVIZ
ORMP,753.33M,3.53%,29.75M,29.93M,FINVIZ
ORPH,144.28M,3.52%,34.45M,34.90M,FINVIZ
ORTX,250.10M,7.09%,81.79M,125.95M,FINVIZ
OSAT,31.46M,1.47%,5.29M,6.41M,YAHOO
OSMT,153.04M,0.15%,41.88M,62.77M,FINVIZ
OSPN,843.14M,4.31%,34.92M,39.69M,FINVIZ
OSS,95.49M,0.93%,13.85M,18.51M,FINVIZ
OSTK,4.10B,11.94%,42.63M,43.01M,FINVIZ
OSTRU,-,0.02%,22.85M,-,FINVIZ
OSUR,775.39M,5.00%,70.87M,71.98M,FINVIZ
OSW,797.26M,13.88%,34.59M,90.56M,FINVIZ
OTECU,N/A,N/A,N/A,N/A,YAHOO
OTEX,13.79B,0.90%,267.19M,272.53M,FINVIZ
OTIC,117.12M,1.02%,55.26M,65.63M,FINVIZ
OTLK,361.28M,6.44%,91.37M,168.42M,FINVIZ
OTLY,7.72B,25.75%,64.69M,530.77M,FINVIZ
OTMO,608.05M,3.09%,11.94M,21.56M,FINVIZ
OTRK,166.32M,33.16%,8.26M,18.16M,FINVIZ
OVID,232.90M,2.36%,48.14M,67.82M,FINVIZ
OXACU,N/A,N/A,N/A,N/A,YAHOO
OXBR,17.59M,0.37%,3.89M,5.73M,FINVIZ
OXLC,893.18M,0.12%,N/A,115.1M,YAHOO
OXSQ,210.79M,0.38%,46.89M,49.60M,FINVIZ
OXUSU,N/A,N/A,N/A,N/A,YAHOO
OYST,334.20M,2.88%,24.35M,25.99M,FINVIZ
OZK,5.85B,2.23%,127.33M,129.72M,FINVIZ
OZON,9.72B,8.74%,49.50M,203.92M,FINVIZ
PAA,7.29B,3.99%,470.94M,720.00M,FINVIZ
PAAS,5.36B,0.95%,210.07M,210.28M,FINVIZ
PACB,5.29B,8.36%,185.63M,198.57M,FINVIZ
PACW,5.63B,2.81%,117.08M,117.13M,FINVIZ
PACX,500.61M,3.84%,35.8M,40.25M,YAHOO
PACXU,-,0.00%,35.80M,-,FINVIZ
PAE,921.77M,4.70%,63.54M,93.10M,FINVIZ
PAFOU,N/A,N/A,N/A,N/A,YAHOO
PAGP,2.11B,5.31%,189.12M,194.00M,FINVIZ
PALI,38.00M,4.57%,8.38M,8.98M,FINVIZ
PALT,45.68M,14.43%,3.81M,6.91M,FINVIZ
PANA,263.20M,0.00%,N/A,17.8M,YAHOO
PANL,209.37M,1.54%,27.00M,44.00M,FINVIZ
PAQCU,-,0.00%,23.00M,-,FINVIZ
PASG,497.13M,5.80%,47.39M,53.89M,FINVIZ
PAVM,496.46M,7.80%,75.55M,82.23M,FINVIZ
PAX,2.36B,0.38%,51.75M,137.77M,FINVIZ
PAYA,1.19B,4.00%,125.76M,127.21M,FINVIZ
PAYO,2.73B,2.31%,173.5M,338.63M,YAHOO
PAYS,128.34M,2.16%,31.29M,50.75M,FINVIZ
PAYX,43.95B,2.89%,321.80M,360.10M,FINVIZ
PBAXU,N/A,N/A,N/A,N/A,YAHOO
PBCT,7.33B,3.15%,418.63M,421.10M,FINVIZ
PBLA,29.83M,2.50%,8.20M,10.09M,FINVIZ
PBTS,53.07M,39.66%,7.90M,23.21M,FINVIZ
PBYI,215.27M,7.09%,35.30M,40.48M,FINVIZ
PCAR,31.02B,1.51%,341.13M,347.80M,FINVIZ
PCB,315.03M,3.73%,11.47M,15.12M,FINVIZ
PCH,3.43B,1.28%,64.70M,67.32M,FINVIZ
PCRX,2.35B,14.86%,44.06M,44.15M,FINVIZ
PCSA,105.18M,1.04%,10.78M,15.41M,FINVIZ
PCT,1.60B,20.75%,73.20M,119.86M,FINVIZ
PCTI,106.27M,0.88%,15.55M,18.24M,FINVIZ
PCTY,16.79B,2.06%,38.85M,54.54M,FINVIZ
PCVX,1.21B,2.94%,43.58M,51.51M,FINVIZ
PCXCU,N/A,N/A,N/A,N/A,YAHOO
PCYG,106.37M,0.95%,12.15M,19.48M,FINVIZ
PDBC,Not Found,Not Found,Not Found,Not Found,YAHOO
PDCE,4.99B,8.27%,97.32M,99.19M,FINVIZ
PDCO,3.05B,6.84%,86.06M,96.86M,FINVIZ
PDD,109.30B,10.84%,224.71M,1.25B,FINVIZ
PDEV,Not Found,Not Found,Not Found,Not Found,YAHOO
PDFS,877.43M,2.41%,29.64M,37.00M,FINVIZ
PDP,Not Found,Not Found,Not Found,Not Found,YAHOO
PDSB,339.77M,3.63%,22.36M,23.16M,FINVIZ
PECO,3.54B,0.57%,112.92M,117.61M,FINVIZ
PEGA,9.82B,3.80%,39.60M,81.32M,FINVIZ
PENN,11.62B,10.57%,154.15M,156.00M,FINVIZ
PEP,222.33B,0.81%,1.38B,1.38B,FINVIZ
PERI,1.01B,1.14%,28.21M,34.07M,FINVIZ
PETQ,746.49M,11.83%,26.48M,28.49M,FINVIZ
PETS,575.99M,27.97%,18.97M,20.11M,FINVIZ
PETV,26.83M,3.41%,5.56M,6.95M,FINVIZ
PETZ,85.91M,0.25%,9.67M,45.85M,FINVIZ
PEY,Not Found,Not Found,Not Found,Not Found,YAHOO
PFDR,403.00M,N/A,N/A,32.5M,YAHOO
PFDRU,N/A,N/A,N/A,N/A,YAHOO
PFF,Not Found,Not Found,Not Found,Not Found,YAHOO
PFG,17.89B,1.54%,267.18M,271.30M,FINVIZ
PFHD,250.50M,0.56%,12.40M,13.40M,FINVIZ
PFIE,56.39M,0.17%,32.73M,48.05M,FINVIZ
PFIN,21.68M,0.22%,1.45M,3.18M,FINVIZ
PFMT,206.31M,2.70%,53.08M,55.52M,FINVIZ
PFSW,270.27M,1.85%,14.49M,21.27M,FINVIZ
PFTAU,N/A,N/A,N/A,N/A,YAHOO
PGEN,1.02B,8.23%,182.04M,199.02M,FINVIZ
PGNY,5.32B,6.97%,75.77M,88.17M,FINVIZ
PGRWU,-,0.00%,17.40M,-,FINVIZ
PHAS,179.28M,11.12%,44.70M,47.99M,FINVIZ
PHAT,745.43M,6.66%,26.59M,29.19M,FINVIZ
PHCF,22.93M,0.94%,3.77M,11.51M,FINVIZ
PHICU,-,0.00%,14.64M,-,FINVIZ
PHIO,23.81M,3.35%,13.49M,13.53M,FINVIZ
PHUN,57.10M,3.17%,69.14M,71.62M,FINVIZ
PHVS,558.98M,0.24%,29.93M,33.13M,FINVIZ
PI,1.72B,7.41%,23.01M,24.12M,FINVIZ
PINC,4.76B,2.33%,121.31M,122.32M,FINVIZ
PIO,Not Found,Not Found,Not Found,Not Found,YAHOO
PIRS,311.90M,2.70%,59.37M,61.91M,FINVIZ
PIXY,31.10M,2.29%,12.62M,33.60M,FINVIZ
